content,rating,helpfulness
"THIS WAS A SURPRISE TO ME WHEN IT ARRIVED...IT WAS ROLLED UP LIKE A SAUSAGE...WHEN THE DELIVERY LADY GOT IT OUT OF THE TRUCK SHE WAS BOUNCING IT TOP TO GROUND ALL THE WAY TO MY PORCH AND LEFT IT THERE..I WENT OUT AND ASKED HER , HOPE NOTHING IS BROKEN AND SAID NO....THEN I HAD TO DRAG IT TO THE DOOR AND FLOP IT ON THE FLOOR...LIKE SHE DID...GOT THE CARDBOARD OFF AND IT WAS COMPRESSED TIGHT...THIS ROLL ALL COMPRESSED WAS VERY, VERY HEAVY....I COULD NOT FLOP IT UP THE STAIRS...HAD TO WAIT TILL MY GRANDSON CAME HOME...THIS IS A COMPLETE BED...I WAS LOOKING TO SEE IF THERE WAS ANOTHER PIECE TO IT...FOUND OUT ITS ONE COMPLETE BED ALL ROLLED UP IN ONE...THIS SLEEP PILLOW TOP MEMORY FOAM AND INNERSPRING MATTRESS IS VERY, VERY COMFORTABLE...I REALLY LOVE IT...IT HAS A 10 YEAR LIMITED WARRANTY..AWESOME TO KNOW..THAT MEANS THEY KNOW THEIR PRODUCT AND ARE PROUD OF IT...THERE IS INSTRUCTIONS ON HOW TO UNPACK THE MATTRESS...BUT IT WENT ANOTHER WAY FOR ME...I SHOULD OF WAITED TO TAKE THE CARDBOARD OFF...BUT IF I DID THIS I WOULD OF NOT KNOWN ABOUT HOW TO UNPACK THIS PACKAGE..BECAUSE I HAD TO WAIT THREE DAYS BEFORE ANYONE COULD BRING IT UP STAIRS FOR ME...AND IN THE WAITING PROCESS IT HAD STARTED TO UNCOMPRESSED ITS SELF..I MEAN, WHEN I FINALLY GOT THE PLASTIC OFF IT GREW AND GREW AND I GOT STUCK BETWEEN THE MATTRESS I HAVE AND THE SHELF...COULD NOT MOVE IT...I THOUGHT I WOULD JUST LAY IT ON MY MATTRESS THAT I HAVE...BUT IT WAS NOT AS I THOUGHT AND I HAD TO CALL MY SON IN MY ROOM AND HELP ME MOVE THE MEMORY FOAM MATTRESS SO I CAN MOVE MY MATTRESS...I DID NOT NEED TWO SPRINGS FOR A BED...SO I GAVE MY MATTRESS TO MY GRANDSON AND PUT THE SLEEP PILLOW TOP MEMORY FOAM AND INNERSPRING MATTRESS ON MY FRAME..THIS WAS IT, ALL IN ONE BED...THEN I GOT TO LAY ON IT AND IT FELT AWESOME...I LOVE IT...I HAD A TWIN MEMORY FOAM BED AND I LOVED IT...THE ONLY PROBLEM WAS THAT, WHERE WAS THE HYBRID COOL GEL...I COULD FEEL NO COOLING AT ALL...STILL HOT WITH MY HOT FLASHES...SO THAT WAS THE DOWN FALL...BUT I STILL LOVE THE MATTRESS ITS WORTH ALL THE MONEY YOU SPEND ON IT..ITS BEAUTIFUL AND WELL PUT TOGETHER...A LITTLE HEAVY WHEN TRYING TO CHANGE THE SHEET..BECAUSE ITS ALL ONE PIECE MATTRESS AND INNERSPRING ..NOW IN DAYS THEY MAKE SHEETS LARGE ENOUGH TO FIT LARGER MATTRESSES AND THIS IS ONE THAT NEEDS THE EXTRA FIT OF THE SHEET..I JUST LOVE IT AND DO MISS THE COOL GELL IT WAS SUPPOSE TO HAVE...THANK YOU SPARK",4.0,-1
"I wanted to love it. I just can't. It's too hard and it feels like I'm sleeping in a bowl because the heaviest parts of me sink down.  There's no support for my lower legs. I can't even feel the mattress with my legs when I lay on my stomach; it's like my legs shoot UP from the side of a bowl!!   I have to wrap my comforter under my feet to have any support for my calves and feet.  I feel like crying with disappointment. I haven't slept more than a few hours at a time since we got it. I finally fell asleep near 2 am last night and it's only 5:45 am as I write this review. 

I'm currently sitting on the bed. Yes, my butt is comfortable. It would make an amazing sofa if it was a sofa. An adaquate hotel bed because those are never THAT comfortable anyway. But to drop over $500 and be THIS disappointed.  Ugh, I want to cry!!

I feel like it may be a better bed for back sleepers. Because of the weird way you sink in and it holds the back of your knees. But the moment you try to sleep on your side or stomach, your legs feel like they're pointing up.

I feel like these reviews of the people who received them free are slightly biased. Because yes, it IS better than a worn down old mattress or one of those cheap $100 mattresses.  Sure, it's not like sleeping on a rock.  I have no back pain, but I am so completely disappointed in this bed.

You know that heavenly feeling of climbing into bed, especially a new plush pillowtop bed? Well, I had that with a bed 12 years ago. Every night I was so giggly because it was the most comfortable bed I ever slept on. With this bed, it's such a complete let down.... I have a knot in my stomach with how much money we spent and i actually hate it. 

Plus, yes it is cool! When I shift, the mattress is noticeably cool in spots I recently moved away from. My back doesn't get hot.  I just wish it was more comfortable. I going to try to return it.",2.0,-1
Amazing buy for the price,5.0,-1
The box is heavy that it comes in.  But it is the most comfortable bed I've ever slept on.  It took about 1 hr to fully expand.  Definitely worth the money I paid,5.0,-1
There are stains and now got to have it cleaned,3.0,-1
"I don't want to rate this bed poorly, because I don't think it's a bad bed. With that being said, don't get this bed if you're looking for something more on the firm side. I found this bed to be more soft and you will kind of sink into it. Not bad if you like that sort of bed. I gave it 3 stars because it is a good bed, just not for me, I just purchased it a month ago so I can't speak on how long it will last.",3.0,1
"This mattress is excellent, I have three bad disks in my back and stenosis. This mattress is FIRM but comfortable. I had a Serta before this one and it sagged bad after only 4 months. I'm 170 lbs and was shocked that an expensive Serta mattress would sag so bad. It was terrible. But this new Modern Sleep Pillow Top 14"" Hybrid Cool Gel Memory Foam and Inner Spring Mattress is just what I needed. My back pain when I first get up in the morning in not nearly as bad as before. Time will tell how well it holds up and doesn't sag but this mattress seems MUCH better made that the Serta I had before. I tried to get Serta to warranty the mattress and did all they asked including pictures and after all the fuss, they told me they had no reps in the area to come see for themselves and stopped all contact with me. So I will NEVER buy another Serta product. If you are looking for a FIRM mattress and a great price  this is it. BUT... The shipping was very bad on my new mattress. The mattress comes compressed in vacuum sealed plastic but the box was torn so bad that they actually tore the vacuum bag and the only thing left keeping it from flying open was the other thick plastic wrapped around it. So it was a chore cutting open the thick plastic because it was trying to spring open rapidly and causing damage to other objects in the room. So I had to lay it on a open area in the living room and let it fly open without breaking anything lol.. It took about 8 hours for the mattress to take full shape and expand. Fantastic mattress for the money.",5.0,1
I bought two of these mattresses for some bunk beds my husband built. I have a $2500 mattress on my bed and I am completely serious when I say...this mattress is more comfortable! I don't expect it to last as long...but I could literally buy 5 for the price of 1 of mine!,5.0,-1
Very comfortable.  Too soft for sitting on.,4.0,-1
Great buy.  The item is comfortable and well worth the price.,5.0,-1
"cover is very nice, amazed how it inflates, firm",4.0,-1
"I ordered this rug on a Sunday, and it arrived on Tuesday... Super fast delivery! I ordered the soft gold and it is true to color, it looks exactly like the picture. It is more plush to walk on than I was expecting. So I'm 100% pleased with this purchase. It's perfect for the room. I've had it just over 1 week. It's more than worth it. I initially chose this one because of the low price, I got a great quality rug.. it's not cheap looking, very plush !!",5.0,-1
I bought this bed with some hesitation because I've never bought a mattress online before. I got it two weeks ago and the first night it seemed a bit hard...but after a couple of days...it began to get softer. I wanted a mattress that cuddled me like a baby and this one does. You sink into it and I love it. My hip and back pain are gone...and when I fall asleep...I don't wake up in all night. I was looking at mattresses 2 and 3 times the cost of this one and I'm glad I saved my money and got this mattress instead. This was one purchase I don't regret!,5.0,1
